X1,title,description,url,publishedAt,content,domain
430,What we know and don't know about the Sixers entering the second half,The 76ers enter the All-Star break on a three-game winning streak but two games behind the fourth-place Heat in the East.,https://www.espn.com/nba/story/_/id/28682868/what-know-know-sixers-entering-second-half,2020-02-12T07:05:49Z,"PHILADELPHIA -- The past 72 hours have perfectly encapsulated the inconsistent nature of the Philadelphia 76ers' season so far.
Sunday's lackluster home win over the Chicago Bulls represents one of the low points of the Sixers' season. In response to loud bo… [+8056 chars]",espn.com
434,Zion's 31-point night a surprise to no one but him,"After putting up 31 points, nine rebounds and five assists in just under 28 minutes Tuesday night against Portland, Pelicans rookie Zion Williamson said he expects to make an impact -- but ""nothing like this""",https://www.espn.com/nba/story/_/id/28683846/pelicans-zion-williamson-scores-31-28-minutes-expect-make-impact-this,2020-02-12T06:17:01Z,"NEW ORLEANS -- It caught Zion Williamson a little off guard to see what he's been able to do so far in his short career for the New Orleans Pelicans.
The No. 1 overall pick in last year's NBA draft, in just his ninth career game, put up 31 points, nine rebou… [+3797 chars]",espn.com
436,Clips' George pans 'home cooking' calls for 76ers,"While Joel Embiid and the Philadelphia home crowd have had their moments, Paul George felt the Sixers had a big home-court advantage on Tuesday night.",https://www.espn.com/nba/story/_/id/28683682/home-court-cooking-paul-george-complains-favorable-calls-76ers,2020-02-12T05:33:17Z,"PHILADELPHIA -- While Joel Embiid and the Philadelphia home crowd have had their moments, Paul George felt the Sixers had a big home-court advantage on Tuesday night.
After the LA Clippers lost 110-103 to the Sixers, George pointed toward what he felt was ""s… [+2005 chars]",espn.com
458,Embiid on Philly fans booing him: 'That's cool',"Joel Embiid had 26 points and nine rebounds in the 76ers' 110-103 win over the Clippers. After his recent social posts, he was booed by the hometown crowd to begin the game.",https://www.espn.com/nba/story/_/id/28681789/76ers-joel-embiid-gets-booed-big-game-social-posts,2020-02-12T00:33:08Z,"PHILADELPHIA -- In the wake of Joel Embiid's latest foray into the social media world, Philadelphia 76ers coach Brett Brown declared before Tuesday's game here against the LA Clippers that he expected to get a big performance from his All-Star center.
""I loo… [+5345 chars]",espn.com
459,76ers' Brown on Embiid's posts: 'We move on',Sixers coach Brett Brown did his best Tuesday to downplay any significance in Joel Embiid's latest social media posts and online interaction with former teammate Jimmy Butler.,https://www.espn.com/nba/story/_/id/28681789/76ers-coach-brett-brown-not-fazed-joel-embiid-social-posts,2020-02-12T00:33:08Z,"PHILADELPHIA -- Brett Brown has plenty of experience dealing with Joel Embiid's social media posts.
So, after the All-Star center's latest foray into that space Monday, the Philadelphia 76ers coach did his best to downplay any significance in Embiid's resurf… [+4347 chars]",espn.com
460,Knicks disavow coaching comments by team rep,"Knicks branding consultant Steve Stoute issued a statement saying he ""inadvertently insinuated about Knicks personnel"" while on ESPN's First Take on Tuesday.",https://www.espn.com/nba/story/_/id/28681765/knicks-disavow-coaching-comments-team-rep,2020-02-12T00:11:28Z,"NEW YORK -- The New York Knicks issued a statement after the team's branding consultant, Steve Stoute, went on ESPN's First Take and discussed the team's coaching decisions.
""Any decisions regarding the operations of the team will be made by the new Presiden… [+1373 chars]",espn.com
462,Bucks without Giannis again in loss to Pacers,"Giannis Antetokounmpo, whose girlfriend gave birth to the couple's first child earlier this week, will miss his second straight game for the Bucks heading into the All-Star break.",https://www.espn.com/nba/story/_/id/28689187/without-giannis-antetokounmpo-second-straight-game-bucks-falter-late-loss-pacers,2020-02-12T23:51:52Z,"INDIANAPOLIS -- Milwaukee Bucks star Giannis Antetokounmpo missed his second straight game Wednesday, a 118-111 loss to the Pacers, just days after his girlfriend gave birth to the couple's first child.
In addition to sitting out against Indiana, Antetokounm… [+795 chars]",espn.com
463,Bucks to again be without Giannis vs. Pacers,"Giannis Antetokounmpo, whose girlfriend gave birth to the couple's first child earlier this week, will miss his second straight game for the Bucks heading into the All-Star break.",https://www.espn.com/nba/story/_/id/28689187/bucks-giannis-antetokounmpo-2nd-straight-game,2020-02-12T23:51:52Z,"INDIANAPOLIS -- Milwaukee Bucks star Giannis Antetokounmpo missed his second straight game Wednesday, just days after his girlfriend gave birth to the couple's first child.
In addition to sitting out against the Indiana Pacers, Antetokounmpo also missed Mond… [+376 chars]",espn.com
464,Bucks without Giannis again in loss to Pacers,"Missing star Giannis Antetokounmpo for the second straight game Wednesday, the Milwaukee Bucks fell to the Indiana Pacers, 118-111, as their five-game winning streak ended.",https://www.espn.com/nba/story/_/id/28689187/without-giannis-antetokounmpo-second-straight-game-bucks-see-winning-streak-end-pacers,2020-02-12T23:51:52Z,"INDIANAPOLIS -- Milwaukee Bucks star Giannis Antetokounmpo missed his second straight game Wednesday, a 118-111 loss to the Pacers, just days after his girlfriend gave birth to the couple's first child.
The Pacers took advantage, utilizing a 10-0 fourth-quar… [+1063 chars]",espn.com
465,Wolves' Towns out vs. Hornets with wrist injury,Karl-Anthony Towns has a wrist injury that will cause him to miss Wednesday night's game against Charlotte.,https://www.espn.com/nba/story/_/id/28689132/karl-anthony-towns-vs-hornets-injured-wrist,2020-02-12T23:16:34Z,"The Minnesota Timberwolves say Karl-Anthony Towns will miss Wednesday night's game against the Charlotte Hornets due to a left wrist injury.
Towns had an MRI on the wrist Tuesday, which revealed the injury. He will be further evaluated over the All-Star brea… [+113 chars]",espn.com
480,Jonah Bolden signs with Phoenix Suns,Jonah Bolden is joining fellow Australian big man Aron Baynes at the Phoenix Suns.,https://www.espn.com/nba/story/_/id/28688651/jonah-bolden-signs-phoenix-suns,2020-02-12T21:51:15Z,"Jonah Bolden is joining fellow Australian big man Aron Baynes at the Phoenix Suns.
Bolden's NBA career took a hit last week when the Philadelphia 76ers waived him.
The Suns, hit by a string of injuries including Baynes, signed Bolden on a 10-day contract, l… [+291 chars]",espn.com
489,"Kobe, daughter buried Feb. 7 near family's home","Kobe Bryant and his 13-year-old daughter, Gianna, were buried Friday in a cemetery near the family's Southern California home, according to death certificates.",https://www.espn.com/nba/story/_/id/28688116/kobe-bryant-gianna-bryant-buried-feb-7-california,2020-02-12T20:09:56Z,"Kobe Bryant and his daughter, Gianna, were buried Feb. 7 in a private ceremony in Corona del Mar, California, according to death certificates released Tuesday by Los Angeles County officials.
The burial occurred at Pacific View Memorial Park, which is near t… [+1074 chars]",espn.com
498,Diggins-Smith finds Wings exit via Mercury trade,Phoenix sent the fifth and seventh picks in the 2020 draft and a future first-rounder to Dallas in exchange for four-time All-Star Skylar Diggins-Smith.,https://www.espn.com/wnba/story/_/id/28687871/skylar-diggins-smith-traded-mercury-three-first-round-picks-wings,2020-02-12T19:16:25Z,"PHOENIX -- The Phoenix Mercury continued to bolster their roster by trading for guard Skylar Diggins-Smith, the team announced Wednesday.
Phoenix sent the fifth and seventh picks in the 2020 draft and a 2021 first-round pick to the Dallas Wings in exchange f… [+1671 chars]",espn.com
529,Deng named ambassador for Basketball Africa,Former NBA All-Star Luol Deng has been named global ambassador for the new Basketball Africa League.,https://www.espn.com/nba/story/_/id/28685024/luol-deng-named-ambassador-basketball-africa-league,2020-02-12T14:07:27Z,"Former NBA All-Star Luol Deng was named global ambassador for the Basketball Africa League on Wednesday.
""We have a tremendous amount of talent in Africa and I am excited that some of that talent will be showcased through our new league,"" Deng said in a stat… [+838 chars]",espn.com
530,Deng named ambassador for Basketball Africa,Former NBA All-Star Luol Deng has been named global ambassador for the new Basketball Africa League.,https://www.espn.com/nba/story/_/id/28685024/luol-deng-named-ambassador-basketball-africa,2020-02-12T14:07:27Z,"Former NBA All-Star Luol Deng was named global ambassador for the Basketball Africa League Wednesday.
""We have a tremendous amount of talent in Africa and I am excited that some of that talent will be showcased through our new league,"" Deng said in a stateme… [+835 chars]",espn.com
536,Victor Oladipo is back -- now the real work begins for Indiana and its star,Victor Oladipo is six games into his return from one of the rarest injuries in sports. How he works himself back into playing shape will define the Pacers' march to the playoffs.,https://www.espn.com/nba/story/_/id/28680124/victor-oladipo-back-now-real-work-begins-indiana-star,2020-02-12T12:57:27Z,"VICTOR OLADIPO RARELY gets frustrated.
So when he was standing on the court before tipoff between the Indiana Pacers and New York Knicks on Feb. 1 and kept messing up his intricate dueling circus dribbling routine -- between the legs, loop one over the other… [+10975 chars]",espn.com
549,LeBron: Lakers not focusing on being No. 1 seed,The Lakers' win Wednesday night gave them a four-game lead over the Nuggets for the West's No. 1 spot.,https://www.espn.com/nba/story/_/id/28691258/lebron-james-says-lakers-worry-playoff-seeding,2020-02-13T08:27:43Z,"DENVER -- The Los Angeles Lakers increased their stranglehold on the Western Conference's No. 1 spot with an impressive road win against the Denver Nuggets on Wednesday, but LeBron James claims seeding isn't a topic of conversation for L.A.
""We don't talk ab… [+4567 chars]",espn.com
553,Porzingis says things 'starting to click' with Luka,Mavs franchise cornerstones Luka Doncic and Kristaps Porzingis had one of their best games as a duo Wednesday night in Doncic's return from a seven-game absence due to injury.,https://www.espn.com/nba/story/_/id/28691003/luka-doncic-kristaps-porzingis-shine-duo-doncic-return-injury,2020-02-13T06:29:59Z,"DALLAS -- All-Star point guard Luka Doncic displayed no signs of rust in his return after missing seven games due to a sprained right ankle. Nor did he disrupt the rhythm Kristaps Porzingis established during Doncic's absence.
Doncic had 33 points, 12 reboun… [+4393 chars]",espn.com
555,Raptors 'zombie'-like as win streak ends at 15,"The Nets had an answer for every Raptors rally Wednesday night and ended Toronto's 15-game winning streak in a 101-91 victory that had guard Kyle Lowry comparing his team's effort to that of ""walking zombies.""",https://www.espn.com/nba/story/_/id/28690843/raptors-15-game-winning-streak-snapped-loss-nets,2020-02-13T05:36:05Z,"NEW YORK -- In order for his team to beat the Toronto Raptors, who were riding a formidable winning streak, Nets coach Kenny Atkinson said that Brooklyn's ""effort and compete level has got to be two levels higher"" than normal.
""We have to pitch close to a pe… [+2528 chars]",espn.com
559,Lillard (groin strain) will dodge All-Star Weekend,Trail Blazers guard Damian Lillard says he will skip All-Star Weekend after suffering a right groin strain on a drive to the basket during Portland's 111-104 loss to the Memphis Grizzles Wednesday.,https://www.espn.com/nba/story/_/id/28690405/damian-lillard-says-all-star-weekend-suffering-right-groin-strain-trail-blazers-loss,2020-02-13T04:05:56Z,"Blazers guard Damian Lillard suffered a right groin strain in the second half of Portland's 111-104 loss to the Grizzlies on Wednesday night and will undergo an MRI on Thursday, coach Terry Stotts said.
In the postgame, Lillard said he will not compete in th… [+485 chars]",espn.com
564,Does Skylar Diggins-Smith trade signal new era in WNBA free agency?,Are we on the verge of a new super-team era in the WNBA? What does Skylar Diggins-Smith's move mean for free agency? And are the Mercury a better team?,https://www.espn.com/wnba/story/_/id/28689808/does-skylar-diggins-smith-trade-signal-new-era-wnba-free-agency,2020-02-13T02:33:35Z,"In a week full of moves that have shaken the landscape of the WNBA as we once knew it, Wednesday's trade sending two-time All-WNBA first team pick Skylar Diggins-Smith from the Dallas Wings to the Phoenix Mercury in exchange for three first-round picks stands… [+9322 chars]",espn.com
592,George fined $35K for 'home cooking' comments,"Clippers star Paul George, who criticized the officials for ""home cooking"" in a 110-103 loss to the Sixers on Wednesday, has been fined $35,000 by the league.",https://www.espn.com/nba/story/_/id/28694507/clippers-paul-george-fined-35k-home-cooking-comments,2020-02-13T20:04:35Z,"LA Clippers forward Paul George has been fined $35,000 for publicly criticizing officials for ""home cooking"" in a loss to the Philadelphia 76ers on Tuesday night, the league announced Thursday.
""There was some home-court cooking tonight to say the least,"" Ge… [+421 chars]",espn.com
596,"Grading every player in the the Skills, 3-Point and Dunk Contests","Derrick Jones Jr., Buddy Hield and Bam Adebayo emerged as winners on All-Star Saturday Night.",https://www.espn.com/nba/story/_/id/28694287/nba-all-star-2020-grading-every-player-skills-3-point-dunk-contests,2020-02-13T19:11:52Z,All-Star Saturday featured three competitions that came down to the wire. Bam Adebayo set the tone with a close win over Domantas Sabonis in the Skills Challenge. Buddy Hield used his final attempt to knock off 2018 champion Devin Booker in the 3-point Contes… [+11058 chars],espn.com
612,"Booker replaces Lillard in ASG, 3-point contest",The NBA named the Suns' Devin Booker to replace the injured Damian Lillard in the All-Star Game and 3-point contest.,https://www.espn.com/nba/story/_/id/28693458/suns-devin-booker-replaces-injured-damian-lillard-all-star-game-3-point-contest,2020-02-13T16:27:42Z,"Phoenix Suns guard Devin Booker will replace the injured Damian Lillard in this weekend's NBA All-Star Game and 3-point contest.
The NBA named Booker as Lillard's replacement Thursday, one day after the Portland Trail Blazers star suffered a right groin stra… [+998 chars]",espn.com
617,Adande: Best. Dunk contest. Ever!,"Who needs ""big names""? No one does when you have the NBA's two best dunkers putting on the greatest show in dunk contest history.",https://www.espn.com/nba/story/_/page/allstar-14776206/dunk-contest-reaches-new-heights-lavine-gordon,2020-02-13T15:13:27Z,"TORONTO-- Zach LaVine and Aaron Gordon taught us that the solution to the NBA's slam dunk contest was simply staging a true slam dunk contest, a spirited competition that highlights the sport's ultimate expression of athleticism.
By testing their limits and … [+4966 chars]",espn.com
619,"Who will win the weekend? Experts' picks for dunks, Rising Stars and every All-Star event",Will Aaron Gordon break through for his first dunk contest title? Will Team LeBron or Team Giannis reign in Chicago? Our experts make their picks for NBA All-Star Weekend.,https://www.espn.com/nba/story/_/id/28680876/nba-all-star-2020-expert-picks-dunk-contest-rising-stars-all-star-game,2020-02-13T14:47:56Z,"All-Star Weekend 2020 is nearly here. Which stars are taking home the hardware?
Will Aaron Gordon finally break through for his first dunk contest title, or will Dwight Howard turn back the clock and channel his inner Superman? Will Giannis Antetokounmpo exa… [+5648 chars]",espn.com
621,NBA All-Star triple threats,"Could anyone win the skills challenge, 3-point contest and dunk contest? These five superstars and one legend are ready for action.",http://www.espn.com/espn/feature/story/_/id/28396832/could-nba-superstars-win-skills-challenge-3-point-contest-dunk-contest,2020-02-13T14:24:09Z,"LaVine put on two of the best performances in dunk contest history in winning back-to-back titles, but in the three years since, he's become a far more well-rounded player. Just last season, he handed out a career best 4.5 assists per game, and earlier this s… [+201 chars]",espn.com
624,"Lowe: Bam Adebayo is the fiercest, best NBA player you don't know",Becoming an NBA All-Star at age 22 is only the latest surprise in the rapid rise of the next great Heat star.,https://www.espn.com/nba/story/_/id/28678382/bam-adebayo-fiercest-best-nba-player-know,2020-02-13T14:07:40Z,"TOWARD THE END of Bam Adebayo's freshman year at Northside High School in tiny Pinetown in eastern North Carolina, two teachers, a coach, and a mother gathered in the coach's classroom to discuss how they would wrap their arms around the mother's son -- a raw… [+21031 chars]",espn.com
632,Fantasy NBA Daily Notes: Three All-Star break moves you should make,"NBA players are taking a break from balling for All-Star Weekend, but that doesn't mean fantasy managers should sit idly by. Here are some moves that will improve your teams.",https://www.espn.com/fantasy/basketball/story/_/id/28692139/fantasy-nba-daily-notes-three-all-star-break-moves-make,2020-02-13T12:35:40Z,"With just two games on Thursday's limited slate, the All-Star break is nearly upon us. This respite from the daily grind of fantasy hoops doesn't mean you should stop working on your roster. Rather, it's an ideal time to reassess the statistical and positiona… [+7407 chars]",espn.com
633,Jennifer Hudson to pay tribute to Kobe at ASG,Jennifer Hudson is coming to the All-Star Game to pay tribute to Kobe Bryant with her voice.,https://www.espn.com/nba/story/_/id/28692073/jennifer-hudson-pay-tribute-kobe-bryant-asg,2020-02-13T12:25:58Z,"CHICAGO -- Jennifer Hudson is coming to the All-Star Game to pay tribute to Kobe Bryant with her voice.
The NBA has released a list of entertainers headed to All-Star weekend, the group headlined by Hudson -- the two-time Grammy winner and Oscar winner -- wh… [+2979 chars]",espn.com
647,ESPN acquires the rights to the NBA in Africa,"Fans of basketball in Africa will be able to watch the NBA on ESPN and ESPN2 as of February 14, The Walt Disney Company announced on Friday, after acquiring the rights for the league across the continent.",https://www.espn.com/espn/story/_/id/28698691/espn-acquires-rights-nba-africa,2020-02-14T08:16:50Z,"Fans of basketball in Africa will be able to watch the NBA on ESPN and ESPN2 as of February 14, The Walt Disney Company announced on Friday, after acquiring the rights for the league across the continent.
Viewers of paid TV networks that host ESPN will be ab… [+1087 chars]",espn.com
650,Clippers irked again by officiating in 2OT loss,"The Clippers lost their second straight road game Thursday night feeling that the home team, in this case the Celtics, got the big calls.",https://www.espn.com/nba/story/_/id/28698455/clippers-irked-no-call-given-chance-win-ot,2020-02-14T07:16:10Z,"BOSTON -- For a brief moment, Lou Williams and the LA Clippers thought they might be able to escape Boston with what they thought could have been a four-point play.
But after saying they saw one official count what they thought was a Williams 3-point shot wi… [+3433 chars]",espn.com
651,Clippers irked again by officiating in 2OT loss,"The Clippers lost their second straight road game Thursday night feeling that the home team, in this case the Celtics, got the big calls.",https://www.espn.com/nba/story/_/id/28698455/clippers-say-refs-decision-cost-chance-win-ot,2020-02-14T07:16:10Z,"BOSTON -- For a brief moment, Lou Williams and the LA Clippers thought they might be able to escape Boston with what they thought could have been a four-point play.
But after saying they saw one official count what they thought was a Williams 3-point shot wi… [+3437 chars]",espn.com
652,"Back in Chicago, Derrick Rose reflects on upbringing, mental health","Appearing at a panel discussion hosted by the University of Illinois-Chicago on Thursday, Derrick Rose spoke candidly on his upbringing, mental health and more as he was showered with the ""MVP"" chants he so often heard as a member of the Bulls.",https://tv5.espn.com/nba/story/_/id/28697935/back-chicago-derrick-rose-reflects-upbringing-mental-health,2020-02-14T06:54:24Z,"CHICAGO -- Chants of ""M-V-P!"" echoed throughout the University of Illinois-Chicago on Thursday, just as they have in Derrick Rose's recent returns to the United Center, as he appeared onstage inside Dorin Forum for an intimate panel discussion.
In the lead-u… [+4397 chars]",espn.com
653,Walker: Tatum 'best player on the court' vs. Clips,"Against one of the league's best teams, Jayson Tatum was ""the best player on the court"" Thursday night, according to Celtics teammate Kemba Walker.",https://www.espn.com/nba/story/_/id/28698338/kemba-walker-jayson-tatum-best-player-court-celtics-2ot-win-vs-clippers,2020-02-14T06:42:52Z,"BOSTON -- Since Kemba Walker signed with the Boston Celtics last summer, he has repeatedly spoken about the potential Jayson Tatum possesses.
And after Tatum turned in a master class performance Thursday night, finishing with 39 points and nine rebounds in j… [+4790 chars]",espn.com
654,Can the Pelicans push their way into the playoffs?,"New Orleans was 6-22 on Dec. 17. Now it has eyes on the 8-seed. As Zion Williamson evolves into a star, the Pelicans still have postseason aspirations.",https://www.espn.com/nba/story/_/id/28697390/can-zion-pelicans-push-their-way-playoffs,2020-02-14T05:49:36Z,"NEW ORLEANS -- Alvin Gentry had seen enough. The players had seen enough. Management had seen enough. A change needed to be made.
The night was Dec. 17. The New Orleans Pelicans were on the wrong end of a call that sent their game against the Brooklyn Nets i… [+7453 chars]",espn.com
655,"Candid Rose reflects on Chicago upbringing, more","Appearing at a panel discussion hosted by the University of Illinois-Chicago on Thursday, Derrick Rose spoke candidly on his upbringing, mental health and more as he was showered with the ""MVP"" chants he so often heard as a member of the Bulls.",https://www.espn.com/nba/story/_/id/28697935/back-chicago-derrick-rose-reflects-upbringing-mental-health,2020-02-14T05:27:48Z,"CHICAGO -- Chants of ""M-V-P"" showered throughout the University of Illinois-Chicago on Thursday, just as they do in Derrick Rose's recent returns to the United Center, as he appeared on stage inside Dorin Forum for an intimate panel discussion.
In the lead-u… [+4405 chars]",espn.com
657,Blazers: Lillard to be re-evaluated in a week,"The Portland Trail Blazers say an MRI on star guard Damian Lillard confirmed a right groin strain, and he will be re-evaluated in one week.",https://www.espn.com/nba/story/_/id/28697544/blazers-damian-lillard-re-evaluated-week,2020-02-14T04:03:29Z,"The Portland Trail Blazers say an MRI on star guard Damian Lillard confirmed a right groin strain, and he will be re-evaluated in one week.
Lillard suffered the injury on a drive to the basket in Thursday night's loss to the Memphis Grizzlies. He attempted a… [+449 chars]",espn.com
662,Clips' George exits vs. Celts with hamstring strain,The LA Clippers say Paul George will not return Thursday night against the Boston Celtics because of a left hamstring strain.,https://www.espn.com/nba/story/_/id/28697004/clippers-paul-george-exits-vs-celts-strained-hamstring,2020-02-14T02:35:07Z,"BOSTON -- LA Clippers guard Paul George suffered a strained left hamstring again and was ruled out in the second half against the Boston Celtics on Thursday night.
The Clippers announced George was out at halftime because of the same injury that cost him nin… [+1103 chars]",espn.com
663,Clips' George strains left hamstring again in loss,Clippers guard Paul George suffered a strained left hamstring again and was ruled out of Thursday night's 141-133 double-overtime loss to the Celtics.,https://www.espn.com/nba/story/_/id/28697004/clippers-paul-george-exits-vs-celts-hurting-hamstring-again,2020-02-14T02:35:07Z,"BOSTON -- The LA Clippers limp into the All-Star break with injury concerns after Paul George suffered a strained left hamstring again and was ruled out of Thursday night's 141-133 double-overtime loss to the Boston Celtics.
The Clippers announced George was… [+2308 chars]",espn.com
670,Celtics reveal they'll retire KG's No. 5 next season,"With a surprise video and former coach Doc Rivers on hand, the Celtics revealed Thursday night that they will retire Kevin Garnett's No. 5 jersey next season.",https://www.espn.com/nba/story/_/id/28696521/celtics-retire-kevin-garnett-no-5-jersey,2020-02-14T01:32:28Z,"BOSTON -- The Boston Celtics played a surprise video during the first quarter against the LA Clippers on Thursday night, previewing Kevin Garnett's No. 5 jersey joining the team's retired numbers in the rafters at TD Garden.
A nearly two-minute video of Garn… [+3695 chars]",espn.com
672,Doc: KG 'the greatest superstar role player ever',Doc Rivers praised Kevin Garnett as one of the most unselfish superstars to ever play the game ahead of his former player's anticipated announcement as a Hall of Fame finalist.,https://www.espn.com/nba/story/_/id/28696521/doc-rivers-credits-kevin-garnett-lasting-change-celtics-culture,2020-02-14T01:19:46Z,"BOSTON -- Standing in the hallway of TD Garden, where he coached Kevin Garnett for six seasons with the Boston Celtics, Doc Rivers reflected on his All-Star big man who is set to be announced as a finalist for the Hall of Fame on Friday.
Rivers says Garnett … [+2633 chars]",espn.com
676,"Follow live: Kawhi, Clippers visit Celtics",Get a summary of the LA Clippers vs. Boston Celtics basketball game,https://www.espn.com/nba/game?gameId=401161460,2020-02-14T00:39:39Z,"Meet Guy Dupuy, Jordan Kilganon and Isaiah Rivera; three of the world's best slam-dunkers who make a living by traveling the world, stuffing basketballs into hoops.",espn.com
682,"Follow live: Zion, Luka taking center stage as USA faces World",Get a summary of the World vs. USA basketball game,https://www.espn.com/nba/game?gameId=401197814,2020-02-14T23:20:46Z,"To help make this website better, to improve and personalize your experience and for advertising purposes, are you happy to accept cookies and other technologies?",espn.com
685,"Kobe, Duncan, Garnett headline HOF finalists","Kobe Bryant, Tim Duncan, Kevin Garnett, Tamika Catchings, Kim Mulkey, Barbara Stevens, Eddie Sutton and Rudy Tomjanovich are the 2020 finalists for induction into the Naismith Basketball Hall of Fame.",https://www.espn.com/nba/story/_/id/28703620/kobe-bryant-tim-duncan-kevin-garnett-headline-hall-fame-finalists,2020-02-14T22:48:39Z,"Kobe Bryant, Tim Duncan and Kevin Garnett headline the Class of 2020 finalists for the Naismith Basketball Hall of Fame, it was announced Friday.
They are joined by 10-time WNBA All-Star Tamika Catchings, Baylor women's coach Kim Mulkey, five-time Division I… [+739 chars]",espn.com
689,Jennifer Hudson performs musical tribute for Kobe Bryant,"Jennifer Hudson will be performing a musical tribute to Kobe Bryant at the All-Star Game, and other artists have been honoring Kobe with music as well.",https://www.espn.com/nba/story/_/id/28700968/jennifer-hudson-lil-wayne-others-musical-tributes-kobe-bryant,2020-02-14T22:20:25Z,"Jennifer Hudson performed a powerful, heartfelt tribute to Kobe Bryant at the NBA All-Star Game on Sunday:
.@IAMJHUD delivers a powerful pregame performance to honor Kobe #NBAAllStarpic.twitter.com/XwdSes5w97
 NBA on TNT (@NBAonTNT) February 17, 2020
But H… [+516 chars]",espn.com
697,Ticketing plan for Kobe's public memorial released,"Tickets for the public memorial service for Kobe Bryant and his daughter, Gianna, at Staples Center will go on sale Wednesday. Fans must register beforehand, the Lakers announced. The memorial will be held on Feb. 24.",https://www.espn.com/nba/story/_/id/28702849/registration-plan-released-purchasing-tickets-kobe-bryant-memorial,2020-02-14T20:26:53Z,"LOS ANGELES -- The Los Angeles Lakers announced Friday that fans seeking to attend the Feb. 24 memorial for Kobe Bryant and his daughter Gianna at Staples Center must register to purchase tickets and there will be no outside overflow areas.
Tickets will be p… [+2147 chars]",espn.com
709,"Zion, Young starstruck by Obama at NBA event",New Orleans Pelicans rookie Zion Williamson found himself starstruck when he met and spoke with former President Barack Obama at an NBA Cares event in Chicago on Friday.,https://www.espn.com/nba/story/_/id/28702155/zion-williamson-nba-rising-stars-awestruck-meeting-former-president-obama,2020-02-14T18:36:23Z,"CHICAGO -- It might be early in the NBA All-Star Weekend festivities, which feature events with famous musicians, chefs, Instagram stars and actors, but one person has already left top draft pick Zion Williamson starstruck: former President Barack Obama. Will… [+2360 chars]",espn.com
710,"Zion, Young star-struck by Obama at NBA event",New Orleans Pelicans rookie Zion Williamson found himself star-struck when he met and spoke with former President Barack Obama at an NBA Cares event in Chicago on Friday.,https://www.espn.com/nba/story/_/id/28702155/zion-nba-rising-stars-awestruck-meeting-former-president-obama,2020-02-14T18:34:21Z,"CHICAGO - During a weekend chalk-full of meetings and events with famous musicians, chefs, Instagram stars and actors, only one has left No. 1 draft pick Zion Williamson star-struck: meeting former United States President Barack Obama. Williamson said that me… [+2356 chars]",espn.com
719,Griner signs multiyear contract with Mercury,"Brittney Griner re-signed with the only team she has played for in the WNBA, inking a multiyear contract with the Phoenix Mercury, the team announced.",https://www.espn.com/wnba/story/_/id/28701429/brittney-griner-signs-multiyear-deal-mercury,2020-02-14T16:54:46Z,"PHOENIX -- Brittney Griner got her wish.
A day after last season ended, the star center said she wanted to return to the Phoenix Mercury in 2020 if they wanted her. On Friday, they did.
Griner re-signed with the only team that she has played for in the WNBA… [+1709 chars]",espn.com
724,Lil Wayne and others' musical tributes to Kobe Bryant,"Jennifer Hudson will be performing a musical tribute to Kobe Bryant at the All-Star Game, and other artists have been honoring Kobe with music as well.",https://www.espn.com/nba/story/_/id/28700968/lil-wayne-others-musical-tributes-kobe-bryant,2020-02-14T15:54:25Z,"The NBA announced earlier this week that Jennifer Hudson will be performing a tribute to Kobe Bryant at the All-Star Game on Sunday, but that won't be the only music honoring the recently deceased basketball legend.
Lil Wayne left 24 seconds of silence at th… [+389 chars]",espn.com
731,An early look at the sneakers for All-Star Weekend,"The All-Star Game is returning to Chicago for the first time since 1988, and sneaker companies have big plans for the NBA's events.",https://www.espn.com/nba/story/_/page/bestsneakers28679919/the-sneakers-see-nba-players-wearing-all-star-weekend,2020-02-14T14:28:29Z,"For a typical All-Star Weekend, sneaker brands will begin planing more than a year in advance, designing themes for their signature stars built around the host city -- in this case, Chicago, which will host the NBA All-Star Game for the first time since 1988.… [+7435 chars]",espn.com
732,"The stars, skills and storylines we're watching","From Rising Stars to high-flying dunks to Team LeBron vs. Team Giannis, here's what we're watching Friday through Sunday during All-Star Weekend in Chicago.",https://www.espn.com/nba/story/_/id/28694877/nba-all-star-game-2020-stars-skills-storylines-watching,2020-02-14T14:26:23Z,"NBA All-Star Weekend is here! This is the third consecutive year in which captains participated in a fantasy draft and selected their own teams, a change from the traditional East vs. West format.
All-Star captains LeBron James and Giannis Antetokounmpo have… [+12915 chars]",espn.com
738,Innovation and creativity in the NBA All-Star dunk contest,"From Spud Webb in the 1980s to Vince Carter in 2000 to Aaron Gordon in the 2010s, these are the most creative, jaw-dropping slams in the history of the dunk contest.",https://www.espn.com/espn/story/_/page/NBAAllStar28679568/innovation-creativity-nba-all-star-dunk-contest,2020-02-14T13:17:40Z,"The NBA Slam Dunk Contest has for 35 years showcased the art of the jam. Hard-core and causal fans alike tune in to the event every year, looking to see something they have never witnessed before. With the rise of social media, creating something completely n… [+4610 chars]",espn.com
