X1,title,description,url,publishedAt,content,domain
1138,Wolves' Towns out indefinitely due to injury,Timberwolves star Karl-Anthony Towns is out indefinitely with a wrist injury.,https://www.espn.com/nba/story/_/id/28739102/timberwolves-karl-anthony-towns-indefinitely-due-injury,2020-02-19T22:46:03Z,"Minnesota Timberwolves center Karl-Anthony Towns will remain sidelined indefinitely as he continues to recover from a left wrist injury.
Coach Ryan Saunders told reporters that the team held Towns out of its first practice after the All-Star break on Wednesd… [+408 chars]",espn.com
1140,Hawks' Capela to miss more time with heel injury,The Hawks say newly acquired big man Clint Capela will be re-evaluated in two weeks as he continues to recover from a heel injury.,https://www.espn.com/nba/story/_/id/28738983/hawks-clint-capela-miss-least-2-more-weeks-heel-injury,2020-02-19T22:19:05Z,"The Hawks say newly acquired big man Clint Capela will be re-evaluated in two weeks as he continues to recover from a heel injury.
The team says Capela started ""participating in modified shooting while continuing non-impact conditioning and strength work as … [+494 chars]",espn.com
1146,"Before the scarf became The Scarf, it was a mound of fabric delivered to a Toronto tailor",The legend of Serge Ibaka's larger-than-life fashion statement started on FaceTime -- and ended with one of the biggest viral moments of the season for the soaring Raptors.,https://www.espn.com/nba/story/_/id/28738534/the-origin-serge-ibaka-scarf-think-your-grandmother-knitting-couch,2020-02-19T21:07:52Z,"SERGE IBAKA WANTS everyone to know that the scarf -- yes, that scarf -- is not absurd.
It is not over the top or ridiculous, even though it is so long that it nearly touches the floor when worn by the Toronto Raptors' 7-foot center.
Ibaka didn't set out to … [+5547 chars]",espn.com
1152,"NBA Power Rankings: Bucks clinch playoff berth, Lakers and Celtics renew rivalry","The Bucks clinched the earliest playoff berth in the past 15 years, while the Lakers won their fifth straight game on Sunday, against the rival Celtics.",https://www.espn.com/nba/story/_/page/powerrankings28738139/nba-power-rankings-week-19-bucks-clinch-playoff-berth-lakers-celtics-renew-rivalry,2020-02-19T20:15:35Z,"As the month of February comes to an end, the NBA is firmly in the post-All-Star break period. The final two months of the regular season are underway, and the playoff picture is beginning to take shape.
The Milwaukee Bucks have officially clinched a playoff… [+16987 chars]",espn.com
1161,Nine chaotic moments that could shake up the suddenly stable NBA,"Giannis Antetokounmpo's free agency is the most anticipated event, but several other big changes could shake up the league ahead of his decision.",https://www.espn.com/nba/story/_/id/28737693/nine-chaotic-moments-shake-suddenly-stable-nba,2020-02-19T19:27:40Z,"For nearly a year, the NBA universe has been focused on one date: June 30, 2021.
That is when reigning MVP Giannis Antetokounmpo is set to become an unrestricted free agent. Teams have focused on being set up to chase Antetokounmpo and other stars two summer… [+12460 chars]",espn.com
1162,"Oakley's suit vs. Knicks' Dolan, MSG thrown out",Charles Oakley's 2017 lawsuit filed against Knicks owner James Dolan and Madison Square Garden has been dismissed.,https://www.espn.com/nba/story/_/id/28737579/charles-oakley-civil-lawsuit-following-msg-run-dismissed,2020-02-19T19:14:30Z,"A civil lawsuit filed by Charles Oakley against New York Knicks owner James Dolan and Madison Square Garden has been dismissed.
Oakley filed the lawsuit in 2017 following a February incident that year in which he had a run-in with security personnel at the G… [+1092 chars]",espn.com
1179,Bulls' Kris Dunn likely out another 4-6 weeks,Chicago Bulls guard Kris Dunn is expected to miss another 4-6 weeks because of a sprained MCL.,https://www.espn.com/nba/story/_/id/28736584/chicago-bulls-guard-kris-dunn-likely-4-6-more-weeks,2020-02-19T16:38:03Z,"Chicago Bulls guard Kris Dunn is expected to miss another 4-6 weeks because of a sprained MCL.
The Bulls announced Wednesday that Dunn underwent an MRI last Friday that confirmed the initial diagnosis of sprained MCL in his right knee.
Chicago Bulls point g… [+569 chars]",espn.com
1196,"NBA predictions: MVP, Finals matchups and best rookie",We polled the ESPN NBA Forecast panel of experts for their predictions now that we are two-thirds of the way through the season.,https://www.espn.com/nba/story/_/id/28730415/nba-predictions-mvp-finals-matchups-best-rookie,2020-02-19T13:13:31Z,"Can LeBron James catch Giannis Antetokounmpo in the NBA MVP race? Who is the favorite to win the NBA Finals? Does Zion Williamson have any chance in the Rookie of the Year race against Ja Morant?
We polled the ESPN Forecast panel of experts for their predict… [+4776 chars]",espn.com
1223,Kerr: Curry returning in '19-20 never a question,"Warriors coach Steve Kerr said he doesn't see the argument from some that Stephen Curry shouldn't return this year, saying, ""As soon as he's ready, he's coming back.""",https://www.espn.com/nba/story/_/id/28739738/warriors-never-considered-sitting-stephen-curry-rest-season,2020-02-20T00:58:23Z,"SAN FRANCISCO -- As the Golden State Warriors prepare for Stephen Curry's return to the floor next month, they do so emboldened by the fact that they never considered shutting him down for the season after he broke his left hand on Oct. 30.
As some critics a… [+5483 chars]",espn.com
1224,All-Star Game again likely to feature target score,"While not set in stone, the NBA is likely to use a target score again at the end of next season's All-Star game after the experiment was well received this season, Byron Spruell, the NBA's president of league operations, told ESPN's Zach Lowe Wednesday.",https://www.espn.com/nba/story/_/id/28739732/nba-likely-use-target-score-again-next-year-all-star-game,2020-02-20T00:48:51Z,"It is a ""good assumption"" the NBA will use a target score to end next season's All-Star Game after experimenting with the concept for the first time Sunday, Byron Spruell, the NBA's president of league operations, told ESPN on Wednesday in New York.
That is … [+6024 chars]",espn.com
1229,Nets' Kyrie Irving to have season-ending shoulder surgery - ESPN,Nets' Kyrie Irving to have season-ending shoulder surgery ESPN Nets @ 76ers LIVE Scoreboard - Join the conversation & catch all the action on #NBAonTNT! NBA Iverson tears up talking Kobe and the one time they were teammates NBCSports.com Sixers' Ben Simmons R…,https://africa.espn.com/nba/story/_/id/28745597/kyrie-irving-season-ending-shoulder-surgery-nets-looking-big-picture,2020-02-20T23:18:19Z,"PHILADELPHIA -- Brooklyn Nets star Kyrie Irving will season-ending arthroscopic surgery on his right shoulder, general manager Sean Marks announced Thursday night.
Marks said the decision was made after Irving had visited with a specialist the past few days.… [+6455 chars]",espn.com
1231,Kyrie to have season-ending shoulder surgery,"Kyrie Irving, who missed 26 games earlier this season with a right shoulder injury, will have season-ending surgery, Nets GM Sean Marks said. He was averaging 27.4 points per game.",https://www.espn.com/nba/story/_/id/28745597/nets-kyrie-irving-season-ending-shoulder-surgery,2020-02-20T23:07:05Z,"Kyrie Irving will undergo season-ending surgery on his right shoulder, Brooklyn Nets general manager Sean Marks said Thursday.
Irving missed 26 consecutive games earlier this season with the right shoulder impingement. He said that the pain started during th… [+696 chars]",espn.com
1232,Kings' Bagley (foot) out at least 3 more weeks,"Kings forward Marvin Bagley III will be out at least another three weeks with a left foot sprain, the team announced Thursday.",https://www.espn.com/nba/story/_/id/28745469/kings-marvin-bagley-foot-least-3-more-weeks,2020-02-20T22:56:58Z,"Sacramento Kings forward Marvin Bagley III will be out at least another three weeks with a left foot sprain, the team announced Thursday.
Bagley continues to progress but is not ready to return, the team said, adding that they would provide another update in… [+485 chars]",espn.com
1242,Wolves' Layman back at practice; Towns still out,"Timberwolves forward Jake Layman, who has missed 39 games with a toe injury, is optimistic that he'll be able to return in another week. He is averaging a career-best 10.5 points per game.",https://www.espn.com/nba/story/_/id/28744881/timberwolves-jake-layman-returns-practice-39-game-absence,2020-02-20T21:36:56Z,"MINNEAPOLIS -- Minnesota Timberwolves forward Jake Layman was finally cleared Thursday to return to practice, with his absence at 39 straight games and counting because of a sprained left toe.
Star center Karl-Anthony Towns, however, does not have that clear… [+1268 chars]",espn.com
1243,All the most iconic images of Dwyane Wade's Miami Heat career,"Dwyane Wade's jersey went into the AmericanAirlines Arena rafters, look back at some iconic images of his Miami Heat career.",https://www.espn.com/nba/story/_/id/28744937/all-most-iconic-images-dwyane-wade-miami-heat-career,2020-02-20T21:29:42Z,"Miami celebrated Dwyane Wade's 16-year NBA career this weekend by retiring his No. 3 jersey on Saturday. That makes this the perfect opportunity to look back at some of D-Wade's greatest moments in a Miami Heat uniform.
With the fifth pick in the 2003 NBA dr… [+3488 chars]",espn.com
1246,Lillard expects multigame absence due to groin,Blazers guard Damian Lillard continues to recover from a groin strain and believes he will miss three or four games.,https://www.espn.com/nba/story/_/id/28744688/trail-blazers-damian-lillard-expects-miss-3-4-games,2020-02-20T20:58:08Z,"Portland Trail Blazers guard Damian Lillard will not play Friday against the New Orleans Pelicans and told reporters that he could miss three or four games due to his right groin strain.
Lillard suffered the injury on a drive to the basket during a Feb. 13 l… [+445 chars]",espn.com
1251,Sources: Kyrie considering shoulder surgery,"Nets star Kyrie Irving is considering treatment options on his right shoulder impingement -- including the possibility of surgery, league sources told ESPN's Adrian Wojnarowski and Malika Andrews.",https://www.espn.com/nba/story/_/id/28744517/sources-nets-kyrie-irving-considering-surgery-shoulder-impingement,2020-02-20T20:27:43Z,"Brooklyn Nets star Kyrie Irving is considering treatment options on his right shoulder impingement -- including the possibility of surgery, league sources told ESPN's Adrian Wojnarowski and Malika Andrews. He's expected to reach a decision in the next few day… [+1119 chars]",espn.com
1256,Ducks' Sabally to enter WNBA draft after season,"Oregon's Satou Sabally, who is averaging 16.0 points, 7.4 rebounds and 2.5 assists this season, will leave after her junior season to enter the WNBA draft, she told ESPN.",https://www.espn.com/womens-college-basketball/story/_/id/28743871/oregon-junior-satou-sabally-enter-wnba-draft-season,2020-02-20T20:04:03Z,"EUGENE, Ore. -- Oregon junior forward Satou Sabally will forgo her final season of college eligibility and enter the WNBA draft, she announced Thursday.Sabally is eligible for the draft, which will be held April 17, because she turns 22 during this calendar y… [+8111 chars]",espn.com
1260,"WNBA mock draft 2020: How high will Oregon's Sabrina Ionescu, Satou Sabally and Ruth Hebard be drafted?",How will Oregon junior Satou Sabally's decision to forgo her final year of eligibility and head to the WNBA impact the draft's first round?,https://www.espn.com/wnba/story/_/id/28744172/wnba-mock-draft-2020-how-high-oregon-sabrina-ionescu-satou-sabally-ruth-hebard-drafted,2020-02-20T19:30:50Z,"Oregon junior Satou Sabally officially has announced she will enter the 2020 WNBA draft. How high will she go?
Will any other juniors also declare for the draft? Will the Dallas Wings keep all four of their first-round picks, or use some in trades?
Knowing … [+6820 chars]",espn.com
1269,LeBron group sued over 'More Than An Athlete',"A Maryland youth group is suing the media company owned by LeBron James over its use of the ""More Than An Athlete"" phrase. The suit also names ESPN, Nike and the maker of the NBA 2K video game.",https://www.espn.com/nba/story/_/id/28743740/lebron-james-media-company-involved-lawsuit-more-athlete-phrase,2020-02-20T18:30:56Z,"The media company owned by Lakers All-Star LeBron James is being sued by a Maryland youth group over its use of the ""More Than An Athlete"" phrase.
The suit, filed in federal court on Tuesday, also names ESPN, Nike and the maker of the NBA 2K video game for u… [+1252 chars]",espn.com
1272,NBA auctioning off All-Star jerseys to honor Kobe and Gianna Bryant,"You can buy game-worn jerseys from the 2020 NBA All-Star Game, and the proceeds will be donated in honor of Kobe Bryant and his daughter Gianna.",https://www.espn.com/nba/story/_/id/28743536/nba-auctioning-all-star-jerseys-honor-kobe-gianna-bryant,2020-02-20T17:44:38Z,"NBA fans won't soon forget the 2020 All-Star Game, which included a wild finish, and ultimately a 157-155 victory for Team LeBron.
It also included some very moving tributes to Kobe Bryant and his daughter Gianna, and the NBA is not done honoring the late Lo… [+898 chars]",espn.com
1291,Fantasy NBA Daily Notes: Detroit's youth movement,"Jim McCormick goes over the key fantasy hoops takeaways from the All-Star break, including how Detroit's buyout of veteran Reggie Jackson impacts the team, before taking a look ahead to Thursday's NBA action.",https://www.espn.com/fantasy/basketball/story/_/id/28742273/fantasy-nba-daily-notes-detro-youth-movement,2020-02-20T12:37:15Z,"As we head out of the NBA's All-Star break, there is roughly one-third of the regular season remaining. With the trade deadline having come and gone earlier this month, one last bit of player movement is spurred on by the buyout market. It's often the case th… [+6256 chars]",espn.com
1300,Westbrook tossed: 'I just got to control myself',Rockets guard Russell Westbrook got his 13th technical foul and was ejected Thursday night against the Warriors and acknowledged that he needs to hold himself to a higher standard.,https://www.espn.com/nba/story/_/id/28748008/rockets-russell-westbrook-ejection-need-hold-self-higher-standard,2020-02-21T08:38:49Z,"SAN FRANCISCO -- Houston Rockets star guard Russell Westbrook says he must hold himself to a higher standard after being ejected from Thursday night's 135-105 win over the Golden State Warriors.
Westbrook picked up his first technical foul with 7 minutes, 38… [+4965 chars]",espn.com
1301,Westbrook tossed: 'I just got to control myself',Rockets guard Russell Westbrook got his 13th technical foul and was ejected Thursday night against the Warriors and acknowledged that he needs to hold himself to a higher standard.,https://www.espn.com/nba/story/_/id/28748008/rockets-russell-westbrook-ejected-need-hold-self-higher-standard,2020-02-21T07:53:40Z,"SAN FRANCISCO -- Houston Rockets star guard Russell Westbrook says he must hold himself to a higher standard after being ejected from Thursday night's 135-105 win over the Golden State Warriors.
Westbrook picked up his first technical foul with 7 minutes, 38… [+4984 chars]",espn.com
1302,76ers' Embiid says he's 'best player in the world',"Joel Embiid said he needed to be aggressive inside Thursday night against the Nets and after a 39-point, 17-rebound performance in an overtime win, the 76ers center said he's ""the best player in the world.""",https://www.espn.com/nba/story/_/id/28747864/76ers-joel-embiid-dominant-declares-best-player-world,2020-02-21T06:52:01Z,"PHILADELPHIA -- After putting up 39 points and 17 rebounds to lead the Philadelphia 76ers to a 112-104 victory over the Brooklyn Nets, Joel Embiid declared he is the best player in the world, and that the aggression with which he played against Brooklyn was a… [+4957 chars]",espn.com
1309,"Hawks' Young hits 50, gets last laugh on Butler","Hawks guard Trae Young had a career-high 50 points in Thursday night's 129-124 win over the Heat and made sure he jabbed back at Jimmy Butler for his ""teller of the future"" quip in December.",https://www.espn.com/nba/story/_/id/28747045/trae-young-scores-career-high-50-gets-last-laugh-jimmy-butler,2020-02-21T04:05:59Z,"ATLANTA -- Trae Young didn't attribute his first 50-point game to confidence gained from his first All-Star start.
Belief in himself has never been a problem for the high-scoring guard with a fondness for 30-foot jumpers.
Young had a career-high 50 points a… [+3451 chars]",espn.com
1310,Young's career-high 50 leads Hawks past Heat,Trae Young had a career-high 50 points and the Atlanta Hawks scored the last 10 points of the game to beat the Miami Heat 129-124 on Thursday night. Young is the first Hawks player with a 50-point game since Shareef Abdur-Rahim in 2001.,https://www.espn.com/nba/story/_/id/28747045/trae-young-career-high-50-leads-hawks-heat,2020-02-21T03:47:08Z,"ATLANTA -- Trae Young had a career-high 50 points and the Atlanta Hawks scored the last 10 points of the game to beat the Miami Heat 129-124 on Thursday night.
Young made 18 of 19 free throws and 8 of 15 3-pointers to set his scoring high in his first game a… [+2218 chars]",espn.com
1312,Warriors rule out Thompson's return this season,The Golden State Warriors have officially ruled out Klay Thompson for the rest of the season.,https://www.espn.com/nba/story/_/id/28746526/golden-state-warriors-rule-klay-thompson-return-season,2020-02-21T02:07:12Z,"The Golden State Warriors have officially ruled out Klay Thompson for the rest of the season.
Thompson is recovering from a torn left ACL he suffered during Game 6 of the NBA Finals on June 13, 2019. He had surgery July 2.
In a statement issued Thursday nig… [+603 chars]",espn.com
1315,"What kind of Nets team will Kyrie, KD return to? - ESPN","What kind of Nets team will Kyrie, KD return to? ESPN Nets @ 76ers LIVE Scoreboard - Join the conversation & catch all the action on #NBAonTNT! NBA Nets vs 76ers NBA betting picks and predictions: Don't overestimate Kyrie's worth to the line Covers.com Glenn …",https://www.espn.com/nba/insider/story/_/id/28746315/what-kind-nets-team-kyrie-irving-kevin-durant-return-next-season,2020-02-21T01:37:26Z,"Year 1 of the Kevin Durant-Kyrie Irving era for the Brooklyn Nets will apparently end with both players on the sideline after Thursday's news that Irving will undergo season-ending surgery on his right shoulder. So what, if anything, have we learned about the… [+363 chars]",espn.com
1316,Cousins hopes to join Lakers for playoff run,"DeMarcus Cousins, yet to play a game this season as he recovers from a torn ACL in his left knee, said on Showtime's ""All the Smoke"" podcast that he's hopeful of being healthy enough to help the Los Angeles Lakers during the playoffs.",https://www.espn.com/nba/story/_/id/28746336/demarcus-cousins-hopeful-joining-lakers-playoff-run,2020-02-21T01:20:27Z,"EL SEGUNDO, Calif. -- The Los Angeles Lakers were quiet at the trade deadline and have yet to acquire any pieces off the buyout or free agency market as they prepare for the stretch run. Could four-time All-Star DeMarcus Cousins, yet to play a game this seaso… [+5645 chars]",espn.com
1323,"Kyrie's season is over (again), but does that mean Brooklyn's is?","The Brooklyn Nets always knew this season would be a challenge, but with Kyrie Irving officially shut down, can they still make the most of it?",https://www.espn.com/nba/story/_/id/28745941/kyrie-season-again-does-mean-brooklyn-is,2020-02-21T00:01:16Z,"PHILADELPHIA -- The Brooklyn Nets knew Kevin Durant would not be on the court during the 2019-20 NBA season. But while the team awaited Durant's return, it at least could hope to have Kyrie Irving for the duration.
This was the beauty of Durant's and Irving'… [+5353 chars]",espn.com
1324,Kyrie to have season-ending shoulder surgery,"Nets GM Sean Marks said the team is ""looking at the big picture"" after announcing star guard Kyrie Irving will have season-ending surgery on his right shoulder.",https://www.espn.com/nba/story/_/id/28745597/kyrie-irving-season-ending-shoulder-surgery-nets-looking-big-picture,2020-02-21T00:01:04Z,"PHILADELPHIA -- Brooklyn Nets star Kyrie Irving will season-ending arthroscopic surgery on his right shoulder, general manager Sean Marks announced Thursday night.
Marks said the decision was made after Irving had visited with a specialist the past few days.… [+6470 chars]",espn.com
1326,"George, Beverley get in full practice with Clips","Paul George, who injured his left hamstring for a third time last Thursday, and Patrick Beverley, who has a groin injury, were full participants in practice for the Clippers on Friday.",https://www.espn.com/nba/story/_/id/28752555/clippers-paul-george-patrick-beverley-get-full-practice,2020-02-21T23:36:36Z,"PLAYA VISTA, Calif. -- After Doc Rivers initially expressed concern last week over Paul George re-injuring his left hamstring, George and Patrick Beverley practiced in full for the LA Clippers on Thursday and Friday.
George injured his left hamstring for a t… [+1772 chars]",espn.com
1327,"Clippers to be without George, Beverley vs. Kings","Despite practicing in full for two straight days, the LA Clippers will be without Paul George and Patrick Beverley when they face the Sacramento Kings on Saturday.",https://www.espn.com/nba/story/_/id/28752555/after-full-practices-clippers-paul-george-patrick-beverley-vs-kings,2020-02-21T23:36:36Z,"PLAYA VISTA, Calif. -- Paul George and Patrick Beverley practiced in full for the LA Clippers on Thursday and Friday but will not play on Saturday against the Sacramento Kings.
George injured his left hamstring for a third time this season last Thursday in t… [+2045 chars]",espn.com
1329,Towns out at least 2 weeks with broken left wrist,Timberwolves center Karl-Anthony Towns will be re-evaluated in two weeks after the team announced Friday he has a broken left wrist. Towns is averaging a career-best 26.5 points and 10.8 rebounds per game this season.,https://www.espn.com/nba/story/_/id/28752493/timberwolves-karl-anthony-towns-least-two-weeks-broken-wrist,2020-02-21T23:22:54Z,"Minnesota Timberwolves center Karl-Anthony Towns has a fractured left wrist and will be out for at least the next two weeks, the team announced Friday.
Towns missed Minnesota's final game before the All-Star break after an MRI revealed a wrist injury. He wil… [+387 chars]",espn.com
1330,NBA reschedules Lakers-Clippers tilt for April 9,"The new date of April 9 -- rescheduled after the death of Kobe Bryant -- means the Lakers now will play three straight nights, from April 7-9.",https://www.espn.com/nba/story/_/id/28752188/lakers-clippers-play-rescheduled-game-april-9-staples,2020-02-21T22:38:33Z,"LOS ANGELES -- The Los Angeles Lakers' game against the LA Clippers that was postponed following the helicopter crash that took the lives of Kobe Bryant, his daughter Gianna and seven others has been rescheduled for April 9 at Staples Center, the league annou… [+1344 chars]",espn.com
1336,The stories the people closest to Kobe keep remembering,People close to Kobe Bryant share the stories they're looking back on ahead of Monday's memorial.,https://www.espn.com/nba/story/_/id/28751929/the-stories-people-closest-kobe-bryant-keep-remembering,2020-02-21T21:42:20Z,"Lawrence Tanter had read through the plans dozens of times before he got into his car, put on John Coltrane's ""A Love Supreme"" and drove to Staples Center on Jan. 31.
The Los Angeles Lakers were going to play their first game since the death of Kobe Bryant, … [+23583 chars]",espn.com
1337,Pistons reach buyout agreement with Morris,The Detroit Pistons announced Friday that they have reached a buyout agreement with forward Markieff Morris. Morris averaged 11 points and 3.9 rebounds over 44 games this season.,https://www.espn.com/nba/story/_/id/28751841/detroit-pistons-reach-buyout-agreement-markieff-morris,2020-02-21T21:35:08Z,"The Detroit Pistons announced Friday that they have reached a buyout agreement with forward Markieff Morris.
Morris, 30, has appeared in 44 games for the Pistons this season, averaging 11 points and 3.9 rebounds per game.
Morris had signed a two-year contra… [+489 chars]",espn.com
1338,"Lowe: Ten NBA things I like and don't like, including Jayson Tatum's star leap","This week we examine the Jayson Tatum explosion, Zach LaVine's playmaking, Jazz adversity and the Mavs' stars solving it.",https://www.espn.com/nba/story/_/page/beatsow28751821/ten-nba-things-like-including-jayson-tatum-star-leap,2020-02-21T21:25:22Z,"LaVine either misses Hachimura, or knowingly tries an impossible pass.LaVine is averaging 4.2 assists and 3.5 turnovers per game -- not good enough for a co-lead ball handler unless that guy is an uber-efficient scorer and/or special on defense.LaVine can con… [+12205 chars]",espn.com
1340,"Details being finalized for Kobe, Gianna event","Details are still being finalized for the ""Celebration of Life for Kobe and Gianna Bryant"" event set for 10 a.m. Monday morning local time at Staples Center, but fans and others who do not have a ticket are being asked to avoid the area altogether.",https://www.espn.com/nba/story/_/id/28751718/fans-tickets-kobe-gianna-bryant-memorial-asked-avoid-area,2020-02-21T21:05:21Z,"Details are still being finalized for the ""Celebration of Life for Kobe and Gianna Bryant"" event set to be held at 10 a.m. Pacific time Monday at Staples Center in downtown Los Angeles, but fans and others who do not have a ticket are being asked to avoid the… [+1416 chars]",espn.com
1345,76ers coach Brown still has faith in Horford,"After benching Al Horford in the final game before the All-Star Break and playing him just 18 ineffective minutes in Thursday night's OT victory over the Nets, 76ers coach Brett Brown declared that he still has faith in the four-time All-Star big man.",https://www.espn.com/nba/story/_/id/28751562/76ers-coach-brett-brown-says-faith-al-horford,2020-02-21T20:33:52Z,"CAMDEN, N.J. -- In the wake of benching Al Horford in the final game before the All-Star break and playing him just 18 ineffective minutes in Thursday night's overtime victory over the Brooklyn Nets, Philadelphia 76ers coach Brett Brown declared Friday aftern… [+6443 chars]",espn.com
1362,"Celtics' Walker has knee drained, gets injection","Celtics guard Kemba Walker had his knee drained and received a Synvisc injection to help with swelling and soreness, though it is not expected to be a long-term issue.",https://www.espn.com/nba/story/_/id/28750596/kemba-walker-managing-swelling-soreness-knee,2020-02-21T17:26:49Z,"Boston Celtics guard Kemba Walker had his knee drained and received a synvisc injection to help with swelling and soreness, coach Brad Stevens said Friday.
Stevens said it is not likely to be a long-term issue.
Walker had already been ruled out of Friday ni… [+331 chars]",espn.com
1373,The Sixers definitely don't have a Ben Simmons and Joel Embiid problem,Can these two superstars play together? The roster doesn't give many opportunities to answer that question.,https://www.espn.com/nba/story/_/page/beatsow28738387/the-sixers-definitely-ben-simmons-joel-embiid-problem,2020-02-21T14:47:00Z,"The fifth-place Philadelphia 76ers are underperforming, and the spiciest take surrounding the team right now is that its two young superstars can't play together. But is that true?
A quick look at recent Sixers history reveals that Ben Simmons and Joel Embii… [+8818 chars]",espn.com
1375,"Fantasy NBA Daily Notes: Monk up, Kemba down, Kyrie done","There is no shortage of impact news coming out of the All-Star break, as players like Malik Monk, Kemba Walker and Kyrie Irving are trending in different directions.",https://www.espn.com/fantasy/basketball/story/_/id/28749356/fantasy-nba-daily-notes-monk-kemba-kyrie-done,2020-02-21T14:16:02Z,"Charlotte's Devonte' Graham literally couldn't hit a shot last night (0-7 FG), but the Hornets still topped the Bulls, thanks to another stellar scoring performance off the pine from Malik Monk. The Kentucky product embodies the premise of a post-hype breakou… [+5346 chars]",espn.com
1388,Davis shakes off calf injury to bolster DPOY case,"Anthony Davis exited Friday's game minutes into the first quarter with a bruised calf but returned in the second to wreak havoc on the Grizzlies' offense, leaving the Lakers once again stumping for his candidacy as NBA Defensive Player of the Year.",https://www.espn.com/nba/story/_/id/28755536/dpoy-hopeful-anthony-davis-exits-bruised-calf-returns-put-7-blocks-31-minutes,2020-02-22T08:51:12Z,"LOS ANGELES -- Anthony Davis went from injured to insurmountable; fragile to a force to be reckoned with in the Los Angeles Lakers' 117-105 win over the Memphis Grizzlies on Friday at Staples Center. And his performance -- 28 points, 13 rebounds and 7 blocks … [+3656 chars]",espn.com
1391,Endgame lineup: CP3 is leading a Thunder closing group that is the league's best,"In what could be a quarterfinals matchup, the Thunder dominated behind their late lineup, while the Nuggets need to re-establish theirs.",https://www.espn.com/nba/story/_/id/28752974/chris-paul-oklahoma-city-thunder-best-lineup-know-about,2020-02-22T06:56:35Z,"OKLAHOMA CITY -- Before training camp, as nine new Oklahoma City Thunder players were getting to know one another while the organization itself was recalibrating to a post-Russell Westbrook world, Billy Donovan sat down with the three point guards on the rost… [+9142 chars]",espn.com
1395,Pilot in Kobe crash violated visibility rules in '15,"Ara Zobayan, the pilot of the helicopter that crashed and killed Kobe Bryant and eight others, was reprimanded in 2015 for flying into airspace with reduced visibility without permission.",https://www.espn.com/nba/story/_/id/28754306/pilot-kobe-bryant-crash-had-faa-violation-2015,2020-02-22T04:47:53Z,"LOS ANGELES -- The pilot of a helicopter that crashed into a Southern California hillside, killing Kobe Bryant and eight others, was reprimanded five years ago for flying into airspace that had reduced visibility without permission, according to a Federal Avi… [+3519 chars]",espn.com
1413,Wiseman bemoans NCAA punishment as 'unfair',"In his first interview since leaving school, James Wiseman told ESPN that he cried every night in his Memphis dormitory room during his turbulent episode with the NCAA over rules violations that Wiseman insists he hadn't been aware occurred.",https://www.espn.com/nba/story/_/id/28751421/james-wiseman-opens-heartbreaking-memphis-saga,2020-02-22T00:31:48Z,"After leaving Memphis in December in the aftermath of an eligibility battle with the NCAA, potential No. 1 overall NBA draft pick James Wiseman described the saga as ""heartbreaking"" and said his NCAA punishment was ""unfair.""
In his first interview since leav… [+6347 chars]",espn.com
1414,Sources: Lakers waiving Cousins; eye Morris,"The Los Angeles Lakers intend to waive DeMarcus Cousins, who hasn't played this season due to injury, to clear a roster spot for Markieff Morris if he clears waivers on Sunday, sources tell ESPN's Adrian Wojnarowski and Ramona Shelburne.",https://www.espn.com/nba/story/_/id/28752786/sources-lakers-waiving-demarcus-cousins-eyeing-markieff-morris,2020-02-22T00:21:51Z,"The Los Angeles Lakers intend to waive DeMarcus Cousins to clear a roster spot for Markieff Morris, if he clears waivers on Sunday, sources told ESPN's Adrian Wojnarowski and Ramona Shelburne.
Morris negotiated a buyout with the Detroit Pistons on Friday, le… [+2226 chars]",espn.com
1415,Sources: Lakers waiving Cousins to open spot,"The Los Angeles Lakers are waiving DeMarcus Cousins, who hasn't played this season while recovering from a torn ACL in his left knee, league sources tell ESPN's Adrian Wojnarowski and Ramona Shelburne.",https://www.espn.com/nba/story/_/id/28752786/lakers-waiving-demarcus-cousins-roster-flexibility,2020-02-22T00:21:16Z,"The Los Angeles Lakers are waiving DeMarcus Cousins, league sources tell ESPN's Adrian Wojnarowski and Ramona Shelburne.
Cousins is recovering from a torn ACL in his left knee, suffered during an offseason workout, and has not played all season.
On Thursday… [+352 chars]",espn.com
1416,Sources: Lakers waiving Cousins to open spot,"The Los Angeles Lakers are waiving DeMarcus Cousins, who hasn't played this season while recovering from a torn ACL in his left knee, league sources told ESPN's Adrian Wojnarowski and Ramona Shelburne.",https://www.espn.com/nba/story/_/id/28752786/sources-lakers-waiving-demarcus-cousins-roster-flexibility,2020-02-22T00:21:16Z,"The Los Angeles Lakers are waiving DeMarcus Cousins, league sources told ESPN's Adrian Wojnarowski and Ramona Shelburne on Friday.
Cousins is recovering from a torn ACL in his left knee, suffered during an offseason workout, and has not played all season.
O… [+362 chars]",espn.com
1417,Sources: Lakers waiving Cousins to open spot,"The Los Angeles Lakers are waiving DeMarcus Cousins, who hasn't played this season while recovering from a torn ACL in his left knee, league sources tell ESPN's Adrian Wojnarowski and Ramona Shelburne.",https://www.espn.com/nba/story/_/id/28752786/lakers-waiving-demarcus-cousins-roster-flexibility,2020-02-22T00:19:26Z,"The Los Angeles Lakers are waiving DeMarcus Cousins, league sources tell ESPN's Adrian Wojnarowski and Ramona Shelburne.
Cousins is recovering from a torn ACL in his left knee, suffered during an offseason workout, and has not played all season.
On Thursday… [+352 chars]",espn.com
